ref,station_distance,pub_date,studio,n_rooms,area,floor,mcc,circle,center_distance,y
/moskva/kvartiry/1-k_kvartira_106_m_55_et._1954365064,16,2020-08-05,0,1,106,5,0,0,11.857816451516747,0.22641509433962265
/moskva/kvartiry/1-k_kvartira_11_m_57_et._1968262833,8,2020-08-07,0,1,11,5,0,0,11.31836121415036,2.1818181818181817
/moskva/kvartiry/1-k_kvartira_12.3_m_47_et._1968083930,8,2020-08-07,0,1,12,4,0,0,11.31836121415036,2.0833333333333335
/moskva/kvartiry/1-k_kvartira_12_m_12_et._1883003327,13,2020-08-03,0,1,12,1,0,0,15.523108364057276,1.6583333333333332
/moskva/kvartiry/1-k_kvartira_12_m_13_et._1965549553,5,2020-08-05,0,1,12,1,0,0,22.579784132396757,1.9166666666666667
/moskva/kvartiry/1-k_kvartira_12_m_19_et._1971554419,9,2020-08-11,0,1,12,1,0,0,12.647554108980627,2.5
/moskva/kvartiry/1-k_kvartira_12_m_57_et._1968241824,8,2020-08-07,0,1,12,5,0,0,11.31836121415036,2.0833333333333335
/moskva/kvartiry/1-k_kvartira_13_m_13_et._1965388336,5,2020-08-08,0,1,13,1,0,0,22.579784132396757,1.7692307692307692
/moskva/kvartiry/1-k_kvartira_14_m_55_et._1920383778,12,2020-08-07,0,1,14,5,1,0,8.167439322613241,1.4285714285714286
/moskva/kvartiry/1-k_kvartira_15_m_15_et._1969863032,7,2020-08-09,0,1,15,1,0,0,5.451087355930696,2.2
/moskva/kvartiry/1-k_kvartira_15_m_25_et._1247908474,12,2020-08-04,0,1,15,2,1,0,8.167439322613241,1.5333333333333334
/moskva/kvartiry/1-k_kvartira_15_m_45_et._517577186,12,2020-08-13,0,1,15,4,1,0,8.167439322613241,1.8666666666666667
/moskva/kvartiry/1-k_kvartira_15_m_55_et._1803537856,20,2020-08-08,0,1,15,5,0,0,8.854535352572697,2.066666666666667
/moskva/kvartiry/1-k_kvartira_16_m_25_et._1952301505,4,2020-08-11,0,1,16,2,0,0,12.833674364295671,1.5625
/moskva/kvartiry/1-k_kvartira_16_m_55_et._1958838476,12,2020-08-14,0,1,16,5,1,0,8.167439322613241,1.5625
/moskva/kvartiry/1-k_kvartira_17_m_25_et._1959830587,3,2020-08-06,0,1,17,2,0,0,15.19765150338257,1.2941176470588236
/moskva/kvartiry/1-k_kvartira_17_m_816_et._1964537685,3,2020-08-11,0,1,17,8,0,0,37.47716297083325,1.7588235294117647
/moskva/kvartiry/1-k_kvartira_17_m_99_et._1969860106,3,2020-08-14,0,1,17,9,0,0,15.656473583949358,1.8823529411764706
/moskva/kvartiry/1-k_kvartira_18.4_m_55_et._1862103196,5,2020-08-13,0,1,18,5,1,0,10.291944721850491,2.3
/moskva/kvartiry/1-k_kvartira_18_m_25_et._1036950135,4,2020-08-08,0,1,18,2,0,0,12.833674364295671,1.3333333333333333
/moskva/kvartiry/1-k_kvartira_18_m_25_et._1950862207,2,2020-08-11,0,1,18,2,0,0,12.833674364295671,1.1666666666666667
/moskva/kvartiry/1-k_kvartira_18_m_25_et._1979123589,4,2020-08-04,0,1,18,2,0,0,15.19765150338257,1.5
/moskva/kvartiry/1-k_kvartira_19.7_m_225_et._1958816273,13,2020-08-09,0,1,20,2,0,0,19.189259057076622,1.7
/moskva/kvartiry/1-k_kvartira_19.8_m_1524_et._1957998428,12,2020-08-13,0,1,20,15,0,0,17.396838684991508,1.61
/moskva/kvartiry/1-k_kvartira_19.8_m_2425_et._1926762277,12,2020-08-03,0,1,20,24,0,0,17.396838684991508,2.07
/moskva/kvartiry/1-k_kvartira_19.9_m_1020_et._1862602422,12,2020-08-02,0,1,20,10,0,0,17.396838684991508,1.5550000000000002
/moskva/kvartiry/1-k_kvartira_19.9_m_1215_et._1958822165,8,2020-08-08,0,1,20,12,0,0,19.189259057076622,1.75
/moskva/kvartiry/1-k_kvartira_19.9_m_425_et._1862402068,12,2020-08-11,0,1,20,4,0,0,17.396838684991508,1.5050000000000001
/moskva/kvartiry/1-k_kvartira_19_m_712_et._1830317033,6,2020-08-12,0,1,19,7,0,0,9.36889997825766,1.5789473684210527
/moskva/kvartiry/1-k_kvartira_20.1_m_824_et._1958257061,12,2020-08-12,0,1,20,8,0,0,17.396838684991508,1.7149999999999999
/moskva/kvartiry/1-k_kvartira_20_m_116_et._1979054862,9,2020-08-06,0,1,20,1,0,0,12.647554108980627,1.5
/moskva/kvartiry/1-k_kvartira_20_m_1215_et._1958161732,9,2020-08-04,0,1,20,12,0,0,19.189259057076622,1.75
/moskva/kvartiry/1-k_kvartira_20_m_1216_et._1970779321,8,2020-08-05,0,1,20,12,0,0,16.5081390984448,1.25
/moskva/kvartiry/1-k_kvartira_20_m_12_et._1978128091,10,2020-08-08,0,1,20,1,0,0,23.49489277665689,1.05
/moskva/kvartiry/1-k_kvartira_20_m_13_et._1969924479,21,2020-08-03,0,1,20,1,0,0,19.24263549643987,1.0494999999999999
/moskva/kvartiry/1-k_kvartira_20_m_15_et._1188381430,3,2020-08-14,0,1,20,1,0,0,15.19765150338257,1.15
/moskva/kvartiry/1-k_kvartira_20_m_15_et._1951941945,4,2020-08-03,0,1,20,1,0,0,15.19765150338257,1.75
/moskva/kvartiry/1-k_kvartira_20_m_15_et._1976415085,5,2020-08-02,0,1,20,1,1,0,10.291944721850491,1.85
/moskva/kvartiry/1-k_kvartira_20_m_15_et._1980731902,13,2020-08-12,0,1,20,1,0,0,13.558779945548173,1.0
/moskva/kvartiry/1-k_kvartira_20_m_1617_et._1881228615,17,2020-08-09,0,1,20,16,0,0,20.28006401482817,1.1
/moskva/kvartiry/1-k_kvartira_20_m_2225_et._1958598258,12,2020-08-06,0,1,20,22,0,0,19.189259057076622,1.815
/moskva/kvartiry/1-k_kvartira_20_m_23_et._1905683776,2,2020-08-01,0,1,20,2,0,0,19.834721014152784,0.85
/moskva/kvartiry/1-k_kvartira_20_m_2425_et._1959277145,12,2020-08-03,0,1,20,24,0,0,17.396838684991508,1.75
/moskva/kvartiry/1-k_kvartira_20_m_317_et._1886466474,11,2020-08-05,0,1,20,3,0,0,16.18460293813983,1.325
/moskva/kvartiry/1-k_kvartira_20_m_49_et._1894656275,25,2020-08-06,0,1,20,4,0,0,12.37597295337994,1.2
/moskva/kvartiry/1-k_kvartira_20_m_49_et._1983420147,5,2020-08-05,0,1,20,4,0,0,12.844090430537948,2.25
/moskva/kvartiry/1-k_kvartira_20_m_616_et._1968486018,2,2020-08-06,0,1,20,6,1,0,10.291944721850491,2.0
/moskva/kvartiry/1-k_kvartira_20_m_89_et._1958516308,10,2020-08-04,0,1,20,8,0,0,12.647554108980627,1.5
/moskva/kvartiry/1-k_kvartira_21_m_2525_et._1003601426,30,2020-08-08,0,1,21,25,0,0,21.84477191375449,1.1423809523809523
/moskva/kvartiry/1-k_kvartira_22_m_1125_et._1963277982,16,2020-08-11,0,1,22,11,0,0,14.973041251810885,1.3636363636363635
/moskva/kvartiry/1-k_kvartira_22_m_116_et._1979686290,9,2020-08-06,0,1,22,1,0,0,12.647554108980627,1.5909090909090908
/moskva/kvartiry/1-k_kvartira_22_m_1316_et._1966493435,3,2020-08-14,0,1,22,13,1,0,10.291944721850491,1.0
/moskva/kvartiry/1-k_kvartira_22_m_15_et._1979714856,4,2020-08-06,0,1,22,1,1,0,5.5512685522760785,2.1363636363636362
/moskva/kvartiry/1-k_kvartira_22_m_23_et._1926428870,27,2020-08-07,0,1,22,2,0,0,23.49489277665689,0.9772727272727273
/moskva/kvartiry/1-k_kvartira_22_m_35_et._1973304773,17,2020-08-06,0,1,22,3,0,0,14.274933458415227,1.0
/moskva/kvartiry/1-k_kvartira_22_m_49_et._1965852450,12,2020-08-10,0,1,22,4,0,0,7.518119314201787,1.2727272727272727
/moskva/kvartiry/1-k_kvartira_22_m_55_et._1861962257,5,2020-08-13,0,1,22,5,1,0,10.291944721850491,1.6818181818181819
/moskva/kvartiry/1-k_kvartira_22_m_59_et._1554855266,13,2020-08-01,0,1,22,5,1,0,9.752617279075578,1.3636363636363635
/moskva/kvartiry/1-k_kvartira_22_m_59_et._1950553839,10,2020-08-04,0,1,22,5,0,0,7.518119314201787,1.2272727272727273
/moskva/kvartiry/1-k_kvartira_22_m_716_et._1981671339,8,2020-08-04,0,1,22,7,0,0,16.5081390984448,0.9090909090909091
/moskva/kvartiry/1-k_kvartira_22_m_825_et._1969412391,8,2020-08-03,0,1,22,8,0,0,37.47716297083325,1.5904545454545456
/moskva/kvartiry/1-k_kvartira_23.3_m_1212_et._1981817777,3,2020-08-11,0,1,23,12,1,0,10.980569560542696,1.0869565217391304
/moskva/kvartiry/1-k_kvartira_23.4_m_421_et._1766330409,9,2020-08-08,0,1,23,4,0,0,3.585903480779788,2.38695652173913
/moskva/kvartiry/1-k_kvartira_23.4_m_725_et._1958897903,4,2020-08-14,0,1,23,7,0,0,19.24263549643987,1.5782608695652172
/moskva/kvartiry/1-k_kvartira_23.5_m_916_et._1862138245,12,2020-08-04,0,1,24,9,0,0,17.396838684991508,1.5416666666666667
/moskva/kvartiry/1-k_kvartira_23.6_m_519_et._1894287766,9,2020-08-04,0,1,24,5,0,0,3.585903480779788,2.375
/moskva/kvartiry/1-k_kvartira_23_m_1014_et._1937248749,4,2020-08-11,0,1,23,10,0,0,16.591847168959653,1.608695652173913
/moskva/kvartiry/1-k_kvartira_23_m_15_et._1862593043,7,2020-08-07,0,1,23,1,1,0,10.291944721850491,1.8252173913043477
/moskva/kvartiry/1-k_kvartira_23_m_19_et._1952978090,7,2020-08-06,0,1,23,1,0,0,15.136161437397824,0.782608695652174
/moskva/kvartiry/1-k_kvartira_23_m_314_et._1981041161,4,2020-08-04,0,1,23,3,0,0,16.591847168959653,1.391304347826087
/moskva/kvartiry/1-k_kvartira_23_m_418_et._1959943071,9,2020-08-11,0,1,23,4,0,0,37.36727743823901,0.9565217391304348
/moskva/kvartiry/1-k_kvartira_23_m_526_et._1969521070,4,2020-08-12,0,1,23,5,0,0,16.591847168959653,1.4782608695652173
/moskva/kvartiry/1-k_kvartira_23_m_55_et._1766345890,7,2020-08-05,0,1,23,5,1,0,10.291944721850491,1.6082608695652174
/moskva/kvartiry/1-k_kvartira_23_m_89_et._1315766456,7,2020-08-14,0,1,23,8,0,0,15.656473583949358,1.0869565217391304
/moskva/kvartiry/1-k_kvartira_24.2_m_55_et._1949202382,8,2020-08-03,0,1,24,5,0,0,7.518119314201787,1.25
/moskva/kvartiry/1-k_kvartira_24_m_126_et._1822656757,2,2020-08-09,0,1,24,1,0,0,8.472844364103706,1.625
/moskva/kvartiry/1-k_kvartira_24_m_1433_et._1908926535,16,2020-08-12,0,1,24,14,0,0,14.517695813647885,1.25
/moskva/kvartiry/1-k_kvartira_24_m_35_et._1975932713,4,2020-08-03,0,1,24,3,0,0,13.104947130339838,1.0
/moskva/kvartiry/1-k_kvartira_24_m_39_et._1953203806,6,2020-08-05,0,1,24,3,0,0,12.844090430537948,1.25
/moskva/kvartiry/1-k_kvartira_24_m_514_et._1978066277,8,2020-08-06,0,1,24,5,1,0,6.696123446897969,1.875
/moskva/kvartiry/1-k_kvartira_24_m_69_et._1966692550,3,2020-08-03,0,1,24,6,0,0,13.104947130339838,1.0416666666666667
/moskva/kvartiry/1-k_kvartira_24_m_739_et._1963032879,11,2020-08-05,0,1,24,7,0,0,9.539817802472047,1.125
/moskva/kvartiry/1-k_kvartira_25.5_m_34_et._771870887,23,2020-08-05,0,1,26,3,0,0,16.5081390984448,0.9615384615384616
/moskva/kvartiry/1-k_kvartira_25.9_m_1625_et._1862304299,8,2020-08-01,0,1,26,16,0,0,37.47716297083325,1.5923076923076922
/moskva/kvartiry/1-k_kvartira_25_m_1021_et._1934754785,9,2020-08-04,0,1,25,10,0,0,17.396838684991508,1.8
/moskva/kvartiry/1-k_kvartira_25_m_12_et._1967397930,18,2020-08-13,0,1,25,1,0,0,17.396838684991508,0.84
/moskva/kvartiry/1-k_kvartira_25_m_1317_et._1969198845,22,2020-08-11,0,1,25,13,0,0,12.844090430537948,1.4
/moskva/kvartiry/1-k_kvartira_25_m_13_et._1856036930,1,2020-08-04,0,1,25,1,0,0,21.08980239840081,0.96
/moskva/kvartiry/1-k_kvartira_25_m_217_et._1874709059,18,2020-08-07,0,1,25,2,0,0,20.28006401482817,0.86
/moskva/kvartiry/1-k_kvartira_25_m_322_et._1874333737,10,2020-08-05,0,1,25,3,0,0,20.28006401482817,0.84
/moskva/kvartiry/1-k_kvartira_25_m_34_et._1979108492,1,2020-08-01,0,1,25,3,0,0,0.8037331704943594,2.396
/moskva/kvartiry/1-k_kvartira_25_m_45_et._1758602045,6,2020-08-01,0,1,25,4,1,0,8.86937145169443,1.4
/moskva/kvartiry/1-k_kvartira_25_m_49_et._1643829059,6,2020-08-02,0,1,25,4,0,0,13.279670805067859,1.0
/moskva/kvartiry/1-k_kvartira_25_m_516_et._1978799505,1,2020-08-08,0,1,25,5,0,0,12.844090430537948,1.28
/moskva/kvartiry/1-k_kvartira_25_m_55_et._1952799751,19,2020-08-05,0,1,25,5,0,0,9.665403161659539,1.2
/moskva/kvartiry/1-k_kvartira_25_m_55_et._1978690384,13,2020-08-03,0,1,25,5,0,0,13.558779945548173,1.16
/moskva/kvartiry/1-k_kvartira_25_m_55_et._937121129,12,2020-08-03,0,1,25,5,1,0,9.752617279075578,1.14
/moskva/kvartiry/1-k_kvartira_25_m_617_et._1919870484,6,2020-08-05,0,1,25,6,0,0,20.28006401482817,1.6
/moskva/kvartiry/1-k_kvartira_25_m_69_et._1889891298,7,2020-08-13,0,1,25,6,0,0,13.279670805067859,1.0
/moskva/kvartiry/1-k_kvartira_25_m_825_et._1958344370,6,2020-08-04,0,1,25,8,0,0,12.33177916408014,2.08
/moskva/kvartiry/1-k_kvartira_26.1_m_99_et._1766557596,6,2020-08-14,0,1,26,9,0,0,13.279670805067859,1.0038461538461538
/moskva/kvartiry/1-k_kvartira_26.2_m_39_et._1963525984,6,2020-08-09,0,1,26,3,0,0,8.853363046289289,0.9615384615384616
/moskva/kvartiry/1-k_kvartira_26.3_m_59_et._1969394966,7,2020-08-11,0,1,26,5,0,0,13.279670805067859,1.0384615384615385
/moskva/kvartiry/1-k_kvartira_26_m_15_et._1970916696,19,2020-08-11,0,1,26,1,0,0,9.665403161659539,1.0
/moskva/kvartiry/1-k_kvartira_26_m_19_et._1983746259,21,2020-08-05,0,1,26,1,0,0,12.37597295337994,1.3461538461538463
/moskva/kvartiry/1-k_kvartira_26_m_212_et._1969492398,3,2020-08-13,0,1,26,2,0,1,2.7028393856310107,1.7307692307692308
/moskva/kvartiry/1-k_kvartira_26_m_25_et._1085884370,5,2020-08-02,0,1,26,2,0,0,13.104947130339838,0.9230769230769231
/moskva/kvartiry/1-k_kvartira_26_m_25_et._1953476897,12,2020-08-05,0,1,26,2,1,0,9.752617279075578,1.0
/moskva/kvartiry/1-k_kvartira_26_m_35_et._1928760476,13,2020-08-10,0,1,26,3,0,0,13.558779945548173,1.0
/moskva/kvartiry/1-k_kvartira_26_m_45_et._1894088129,6,2020-08-11,0,1,26,4,0,0,10.753644694068587,1.6153846153846154
/moskva/kvartiry/1-k_kvartira_26_m_45_et._1952985677,4,2020-08-13,0,1,26,4,0,0,13.104947130339838,0.9615384615384616
/moskva/kvartiry/1-k_kvartira_26_m_45_et._1966043314,10,2020-08-12,0,1,26,4,0,0,4.929521205774406,1.2692307692307692
/moskva/kvartiry/1-k_kvartira_26_m_55_et._1964940643,23,2020-08-07,0,1,26,5,0,0,12.844090430537948,0.9615384615384616
/moskva/kvartiry/1-k_kvartira_26_m_55_et._1977990611,13,2020-08-09,0,1,26,5,0,0,13.558779945548173,1.0769230769230769
/moskva/kvartiry/1-k_kvartira_26_m_55_et._1980784612,11,2020-08-07,0,1,26,5,0,0,13.558779945548173,1.0384615384615385
/moskva/kvartiry/1-k_kvartira_27.1_m_1418_et._1958761909,20,2020-08-11,0,1,27,14,0,0,23.76434359298953,1.0037037037037038
/moskva/kvartiry/1-k_kvartira_27_m_1012_et._1903764699,6,2020-08-11,0,1,27,10,0,0,4.057918430854774,2.2222222222222223
/moskva/kvartiry/1-k_kvartira_27_m_1520_et._1959251641,11,2020-08-13,0,1,27,15,0,0,7.37912726359075,1.1111111111111112
/moskva/kvartiry/1-k_kvartira_27_m_214_et._1977920509,14,2020-08-04,0,1,27,2,0,0,17.396838684991508,1.2962962962962963
/moskva/kvartiry/1-k_kvartira_27_m_225_et._1965398090,7,2020-08-11,0,1,27,2,0,0,18.95519830381052,1.221851851851852
/moskva/kvartiry/1-k_kvartira_27_m_35_et._1963493322,7,2020-08-01,0,1,27,3,0,0,12.785580057042635,1.037037037037037
/moskva/kvartiry/1-k_kvartira_27_m_39_et._1980282212,5,2020-08-02,0,1,27,3,0,0,10.443150777690152,1.2222222222222223
/moskva/kvartiry/1-k_kvartira_27_m_55_et._1834999469,13,2020-08-10,0,1,27,5,0,0,13.558779945548173,0.9629629629629629
/moskva/kvartiry/1-k_kvartira_27_m_79_et._1978037945,6,2020-08-08,0,1,27,7,0,0,13.279670805067859,1.0
/moskva/kvartiry/1-k_kvartira_27_m_925_et._1976201841,6,2020-08-01,0,1,27,9,0,0,18.95519830381052,1.1111111111111112
/moskva/kvartiry/1-k_kvartira_27_m_99_et._1958992544,16,2020-08-07,0,1,27,9,0,0,9.665403161659539,1.1111111111111112
/moskva/kvartiry/1-k_kvartira_28.5_m_49_et._1970967106,4,2020-08-14,0,1,28,4,0,0,6.600650082278796,1.0714285714285714
/moskva/kvartiry/1-k_kvartira_28.8_m_517_et._1768294077,23,2020-08-07,0,1,29,5,1,0,7.3223283805187585,1.896551724137931
/moskva/kvartiry/1-k_kvartira_28_m_1013_et._1964485722,4,2020-08-12,0,1,28,10,0,0,3.9895184132689607,1.6071428571428572
/moskva/kvartiry/1-k_kvartira_28_m_110_et._1879857774,6,2020-08-12,0,1,28,1,0,0,25.095109224601092,1.0
/moskva/kvartiry/1-k_kvartira_28_m_116_et._1983619143,7,2020-08-05,0,1,28,1,0,0,14.293167708857114,1.4642857142857142
/moskva/kvartiry/1-k_kvartira_28_m_1519_et._494161531,12,2020-08-10,0,1,28,15,0,0,11.337152423327126,1.25
/moskva/kvartiry/1-k_kvartira_28_m_1549_et._1932590761,9,2020-08-06,0,1,28,15,0,0,6.225509592284085,1.7857142857142858
/moskva/kvartiry/1-k_kvartira_28_m_214_et._1956465884,7,2020-08-13,0,1,28,2,0,0,12.833674364295671,0.9285714285714286
/moskva/kvartiry/1-k_kvartira_28_m_23_et._1965334833,22,2020-08-13,0,1,28,2,0,0,12.833674364295671,0.5535714285714286
/moskva/kvartiry/1-k_kvartira_28_m_24_et._1901766741,9,2020-08-07,0,1,28,2,0,0,2.350441672322792,1.5714285714285714
/moskva/kvartiry/1-k_kvartira_28_m_25_et._1975354368,14,2020-08-13,0,1,28,2,0,0,9.665403161659539,1.0
/moskva/kvartiry/1-k_kvartira_28_m_2830_et._1956146357,4,2020-08-08,0,1,28,28,0,0,12.33177916408014,1.9642857142857142
/moskva/kvartiry/1-k_kvartira_28_m_314_et._1953502066,7,2020-08-06,0,1,28,3,0,0,15.523108364057276,0.7857142857142857
/moskva/kvartiry/1-k_kvartira_28_m_35_et._1960030845,4,2020-08-14,0,1,28,3,0,0,11.543072929572398,0.9285714285714286
/moskva/kvartiry/1-k_kvartira_28_m_522_et._1981316478,6,2020-08-04,0,1,28,5,0,0,6.285444479882572,1.3571428571428572
/moskva/kvartiry/1-k_kvartira_28_m_55_et._1983484222,3,2020-08-05,0,1,28,5,1,0,8.658933089775063,1.5357142857142858
/moskva/kvartiry/1-k_kvartira_28_m_69_et._1980969138,21,2020-08-04,0,1,28,6,0,0,12.785580057042635,1.0710714285714285
/moskva/kvartiry/1-k_kvartira_28_m_79_et._1964279508,21,2020-08-07,0,1,28,7,0,0,12.785580057042635,1.0
/moskva/kvartiry/1-k_kvartira_28_m_812_et._1924062819,2,2020-08-02,0,1,28,8,0,0,17.396838684991508,1.0714285714285714
/moskva/kvartiry/1-k_kvartira_29.4_m_99_et._1935143642,8,2020-08-08,0,1,29,9,0,0,15.19765150338257,1.0344827586206897
/moskva/kvartiry/1-k_kvartira_29.5_m_15_et._1786115183,7,2020-08-07,0,1,30,1,1,0,8.86937145169443,1.1
/moskva/kvartiry/1-k_kvartira_29.6_m_69_et._1894509761,15,2020-08-02,0,1,30,6,1,0,11.149641237333775,1.04
/moskva/kvartiry/1-k_kvartira_29.9_m_55_et._1194892646,4,2020-08-10,0,1,30,5,0,0,37.45778425190925,1.0
/moskva/kvartiry/1-k_kvartira_29_m_112_et._1983906350,8,2020-08-05,0,1,29,1,0,0,16.81172600601682,1.3103448275862069
/moskva/kvartiry/1-k_kvartira_29_m_117_et._1963814059,21,2020-08-12,0,1,29,1,0,0,20.28006401482817,0.6896551724137931
/moskva/kvartiry/1-k_kvartira_29_m_1217_et._1322514662,4,2020-08-06,0,1,29,12,0,0,1.6755678969947756,1.6551724137931034
/moskva/kvartiry/1-k_kvartira_29_m_1316_et._1797579326,5,2020-08-12,0,1,29,13,0,0,4.271853909460736,1.5517241379310345
/moskva/kvartiry/1-k_kvartira_29_m_1416_et._1909150489,28,2020-08-04,0,1,29,14,0,0,13.104947130339838,1.3103448275862069
/moskva/kvartiry/1-k_kvartira_29_m_15_et._1933383686,10,2020-08-03,0,1,29,1,0,0,37.36727743823901,0.8620689655172413
/moskva/kvartiry/1-k_kvartira_29_m_15_et._1980021549,10,2020-08-08,0,1,29,1,0,0,9.665403161659539,1.0344827586206897
/moskva/kvartiry/1-k_kvartira_29_m_1717_et._1978917594,9,2020-08-10,0,1,29,17,0,0,6.8322428413998,1.206896551724138
/moskva/kvartiry/1-k_kvartira_29_m_1825_et._1981408234,14,2020-08-04,0,1,29,18,0,0,16.91850951108148,0.8620689655172413
/moskva/kvartiry/1-k_kvartira_29_m_2125_et._1978356785,8,2020-08-03,0,1,29,21,0,0,7.240311699791832,1.4482758620689655
/moskva/kvartiry/1-k_kvartira_29_m_29_et._1921816524,11,2020-08-07,0,1,29,2,0,0,17.492094911507404,1.1379310344827587
/moskva/kvartiry/1-k_kvartira_29_m_29_et._1937357262,11,2020-08-13,0,1,29,2,0,0,17.492094911507404,1.0344827586206897
/moskva/kvartiry/1-k_kvartira_29_m_35_et._1955994431,27,2020-08-06,0,1,29,3,0,0,8.854535352572697,1.0344827586206897
/moskva/kvartiry/1-k_kvartira_29_m_35_et._1966909025,3,2020-08-01,0,1,29,3,0,0,10.280529714740107,1.1379310344827587
/moskva/kvartiry/1-k_kvartira_29_m_39_et._1148811980,15,2020-08-01,0,1,29,3,0,0,14.293167708857114,0.9310344827586207
/moskva/kvartiry/1-k_kvartira_29_m_45_et._1314990913,20,2020-08-07,0,1,29,4,0,0,9.665403161659539,0.896551724137931
/moskva/kvartiry/1-k_kvartira_29_m_45_et._1970213424,9,2020-08-08,0,1,29,4,0,0,37.36727743823901,0.7931034482758621
/moskva/kvartiry/1-k_kvartira_29_m_49_et._1148811980,15,2020-08-01,0,1,29,4,0,0,14.293167708857114,0.9310344827586207
/moskva/kvartiry/1-k_kvartira_29_m_49_et._1968770580,17,2020-08-02,0,1,29,4,0,0,16.81172600601682,1.0
/moskva/kvartiry/1-k_kvartira_29_m_55_et._1116045995,7,2020-08-14,0,1,29,5,0,0,11.267289786799822,1.103448275862069
/moskva/kvartiry/1-k_kvartira_29_m_55_et._1978561539,9,2020-08-07,0,1,29,5,0,0,12.833674364295671,0.7931034482758621
/moskva/kvartiry/1-k_kvartira_29_m_69_et._1940400928,13,2020-08-04,0,1,29,6,0,0,17.492094911507404,1.206896551724138
/moskva/kvartiry/1-k_kvartira_29_m_89_et._1973980913,10,2020-08-05,0,1,29,8,0,0,13.890305901113779,0.8620689655172413
/moskva/kvartiry/1-k_kvartira_29_m_99_et._1848629572,8,2020-08-02,0,1,29,9,0,0,11.857816451516747,1.0689655172413792
/moskva/kvartiry/1-k_kvartira_30.1_m_15_et._1978997169,6,2020-08-02,0,1,30,1,0,0,13.72134321956592,1.0
/moskva/kvartiry/1-k_kvartira_30.1_m_25_et._1964957190,8,2020-08-09,0,1,30,2,0,0,10.783910412519429,0.9333333333333333
/moskva/kvartiry/1-k_kvartira_30.1_m_36_et._1964353319,5,2020-08-05,0,1,30,3,0,0,11.368321538659833,0.8666666666666667
/moskva/kvartiry/1-k_kvartira_30.2_m_59_et._1414497964,11,2020-08-03,0,1,30,5,0,0,11.857816451516747,1.1
/moskva/kvartiry/1-k_kvartira_30.3_m_15_et._1968004236,9,2020-08-04,0,1,30,1,0,0,12.785580057042635,0.8333333333333334
/moskva/kvartiry/1-k_kvartira_30.3_m_35_et._1981770233,12,2020-08-04,0,1,30,3,1,0,10.980569560542696,1.0
/moskva/kvartiry/1-k_kvartira_30.3_m_45_et._1968110599,9,2020-08-05,0,1,30,4,0,0,5.2948330550598985,1.2333333333333334
/moskva/kvartiry/1-k_kvartira_30.4_m_39_et._1927822996,1,2020-08-13,0,1,30,3,0,0,14.058448527939985,1.0
/moskva/kvartiry/1-k_kvartira_30.5_m_29_et._1406429432,11,2020-08-02,0,1,30,2,0,0,10.34751529893556,1.0
/moskva/kvartiry/1-k_kvartira_30.5_m_39_et._1968544880,5,2020-08-05,0,1,30,3,0,0,11.368321538659833,1.1
/moskva/kvartiry/1-k_kvartira_30.5_m_89_et._1503589094,13,2020-08-09,0,1,30,8,1,0,9.752617279075578,0.9333333333333333
/moskva/kvartiry/1-k_kvartira_30.6_m_19_et._1908937192,12,2020-08-04,0,1,31,1,0,0,10.34751529893556,1.064516129032258
/moskva/kvartiry/1-k_kvartira_30.6_m_45_et._1957998825,16,2020-08-05,0,1,31,4,0,0,8.022086330831291,0.967741935483871
/moskva/kvartiry/1-k_kvartira_30.7_m_45_et._1970121675,27,2020-08-08,0,1,31,4,0,0,11.368321538659833,0.967741935483871
/moskva/kvartiry/1-k_kvartira_30.8_m_19_et._1958670004,18,2020-08-06,0,1,31,1,0,0,12.833674364295671,1.1709677419354838
/moskva/kvartiry/1-k_kvartira_30.8_m_422_et._1980530096,1,2020-08-14,0,1,31,4,0,0,13.890305901113779,0.967741935483871
/moskva/kvartiry/1-k_kvartira_30.9_m_55_et._1959871218,7,2020-08-03,0,1,31,5,0,0,10.477097307352325,0.9032258064516129
/moskva/kvartiry/1-k_kvartira_30_m_116_et._1980980745,16,2020-08-06,0,1,30,1,0,0,15.272748462756109,1.0
/moskva/kvartiry/1-k_kvartira_30_m_116_et._1983303496,10,2020-08-05,0,1,30,1,0,0,5.2948330550598985,1.8333333333333333
/moskva/kvartiry/1-k_kvartira_30_m_116_et._1983310224,4,2020-08-05,0,1,30,1,0,0,10.738613232563797,1.4
/moskva/kvartiry/1-k_kvartira_30_m_11_et._1983208255,2,2020-08-05,0,1,30,1,0,0,23.49489277665689,1.1
/moskva/kvartiry/1-k_kvartira_30_m_1230_et._998252818,9,2020-08-11,0,1,30,12,0,0,11.31836121415036,0.8333333333333334
/moskva/kvartiry/1-k_kvartira_30_m_1416_et._1960431818,17,2020-08-03,0,1,30,14,0,0,11.192041397390943,0.9
/moskva/kvartiry/1-k_kvartira_30_m_1417_et._1954620214,19,2020-08-14,0,1,30,14,0,0,20.28006401482817,0.7333333333333333
/moskva/kvartiry/1-k_kvartira_30_m_14_et._1955819190,23,2020-08-06,0,1,30,1,0,0,16.5081390984448,0.8
/moskva/kvartiry/1-k_kvartira_30_m_14_et._908066984,23,2020-08-14,0,1,30,1,0,0,16.5081390984448,0.8333333333333334
/moskva/kvartiry/1-k_kvartira_30_m_1517_et._1477377925,7,2020-08-05,0,1,30,15,0,0,12.86651739103494,0.8
